rang_societe;identifiant_societe;denomination;domaines;categories;nb_etablissements;nb_villes;villes;departements;adresses;meilleure_priorite;score_max;score_moyen
56675;940781735;KAEF IMMEUBLES (KAEF) (KAEF);PRIVE;IMMO_AGENCE;1;1;LEVALLOIS-PERRET;92;132 RUE DU PRESIDENT WILSON 92300 LEVALLOIS-PERRET;TIEDE;40;40.0
56676;940783624;ELLEN-JEANNE ARAGON (WEIS);PRIVE;IMMO_AGENCE;1;1;PARIS;75;63 AVENUE DE LA BOURDONNAIS 75007 PARIS;TIEDE;40;40.0
56677;940797384;CHLOMO BOUHASSIRA (CERTIGRAD PRO);PRIVE;PRIV_BUREAU;1;1;PARIS;75;11 RUE CURIAL 75019 PARIS;TIEDE;40;40.0
56678;940813512;SPS CARDINET;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;148 RUE CARDINET 75017 PARIS;TIEDE;40;40.0
56679;940828916;SOCIETE D'EXPLOITATION ROUGET DE L'ISLE (SERI);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;7 RUE ROUGET DE L'ISLE 75001 PARIS;TIEDE;40;40.0
56680;940855133;LAB (BOLEA);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;30 RUE DU PRINTEMPS 75017 PARIS;TIEDE;40;40.0
56681;940869068;VERDEL PATRIMOINE;PRIVE;IMMO_AGENCE;1;1;PARIS;75;9 RUE DES APENNINS 75017 PARIS;TIEDE;40;40.0
56682;940896665;ANNA PANACCIONE;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;25 RUE VICTOR MASSE 75009 PARIS;TIEDE;40;40.0
56683;940904683;ONII SAKANA;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;6 RUE DU MARCHE SAINT-HONORE 75001 PARIS;TIEDE;40;40.0
56684;940909203;RSERENITY (RSERENITY);PRIVE;PRIV_BUREAU;1;1;PARIS;75;NUMERO 437 33 RUE DURIS 75020 PARIS;TIEDE;40;40.0
56685;940915002;ODE;PRIVE;PRIV_RESTAURANT;1;1;ASNIERES-SUR-SEINE;92;78 AVENUE DE LA MARNE 92600 ASNIERES-SUR-SEINE;TIEDE;40;40.0
56686;940917297;RGE CAPITAL GROUP;PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;99 AVENUE ACHILLE PERETTI 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56687;940947708;JOBU IMMO;PRIVE;IMMO_AGENCE;1;1;PARIS;75;21 RUE BEAUREPAIRE 75010 PARIS;TIEDE;40;40.0
56688;940972037;DAWN EXPRESS DEVELOPMENT;PRIVE;IMMO_AGENCE;1;1;PARIS;75;33 RUE FRANCOIS IER 75008 PARIS;TIEDE;40;40.0
56689;940975451;LEPI;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;34 PLACE DU MARCHE SAINT-HONORE 75001 PARIS;TIEDE;40;40.0
56690;940976038;CTRL-A & CO;PRIVE;PRIV_BUREAU;1;1;PARIS;75;91 AVENUE DE LA REPUBLIQUE 75011 PARIS;TIEDE;40;40.0
56691;940986292;IMMO COMMERCE AGENCY;PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;14 RUE BEFFROY 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56692;941002677;SAS BON BOCK;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;2 RUE DANCOURT 75018 PARIS;TIEDE;40;40.0
56693;941030496;DEJA;PRIVE;IMMO_AGENCE;1;1;PARIS;75;8 RUE MONTALIVET 75008 PARIS;TIEDE;40;40.0
56694;941062168;SAS O SAI GON;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;34 RUE DURET 75016 PARIS;TIEDE;40;40.0
56695;941073124;ANABELA QUEIROS (PINTO MIRANDA);PRIVE;PRIV_BUREAU;1;1;PARIS;75;1 RUE MARGUERIN 75014 PARIS;TIEDE;40;40.0
56696;941084824;HH HELENE HALMAGRAND;PRIVE;IMMO_AGENCE;1;1;PARIS;75;71 RUE CLAUDE BERNARD 75005 PARIS;TIEDE;40;40.0
56697;941091043;FARIDA MAHMOUD BACHA (MEKACHER);PRIVE;IMMO_AGENCE;1;1;PARIS;75;45 RUE D'ALLERAY 75015 PARIS;TIEDE;40;40.0
56698;941102527;N.SKHIRI IMMO;PRIVE;IMMO_AGENCE;1;1;PARIS;75;286 BOULEVARD RASPAIL 75014 PARIS;TIEDE;40;40.0
56699;941133837;IMAX ASNIERES;PRIVE;IMMO_AGENCE;1;1;ASNIERES-SUR-SEINE;92;2 RUE DE LA STATION 92600 ASNIERES-SUR-SEINE;TIEDE;40;40.0
56700;941136368;SUBLIME HOME EDIT;PRIVE;IMMO_AGENCE;1;1;PARIS;75;12 RUE BACHAUMONT 75002 PARIS;TIEDE;40;40.0
56701;941141863;B&C (BUN CAPHE);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;105 RUE BEAUBOURG 75003 PARIS;TIEDE;40;40.0
56702;941143752;LIONEL BRUNNER;PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;101 BOULEVARD DU GENERAL KOENIG 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56703;941154718;LUMA IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;PARIS;75;38 RUE DES EPINETTES 75017 PARIS;TIEDE;40;40.0
56704;941155327;HB LA DEFENSE;PRIVE;PRIV_RESTAURANT;1;1;PUTEAUX;92;LE PARVIS 15 PLACE DE LA DEFENSE 92800 PUTEAUX;TIEDE;40;40.0
56705;941180267;L'ATELIER DES PROJETS;PRIVE;IMMO_AGENCE;1;1;PARIS;75;22 AVENUE PIERRE IER DE SERBIE 75116 PARIS;TIEDE;40;40.0
56706;941182404;IMAX LEVALLOIS;PRIVE;IMMO_AGENCE;1;1;LEVALLOIS-PERRET;92;34 RUE TREBOIS 92300 LEVALLOIS-PERRET;TIEDE;40;40.0
56707;941184889;ASLAN GRILL;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;22 BOULEVARD EXELMANS 167 AVENUE DE VERSAILLES 75016 PARIS;TIEDE;40;40.0
56708;941239360;MBL SERVICES;PRIVE;PRIV_BUREAU;1;1;PARIS;75;128 RUE SAINT-MAUR 75011 PARIS;TIEDE;40;40.0
56709;941306185;FINE FLEUR;PRIVE;PRIV_RESTAURANT;1;1;SAINT-OUEN-SUR-SEINE;93;162 RUE DU DOCTEUR BAUER 93400 SAINT-OUEN-SUR-SEINE;TIEDE;40;40.0
56710;941306227;IMAX COURBEVOIE;PRIVE;IMMO_AGENCE;1;1;COURBEVOIE;92;2 AVENUE GALLIENI 92400 COURBEVOIE;TIEDE;40;40.0
56711;941309692;BIBIE;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;7 RUE LACEPEDE 75005 PARIS;TIEDE;40;40.0
56712;941330474;GUILLAUME GENIN (DOCTEUR GENIN GUILLAUME);PRIVE;PRIV_SANTE_CABINET;1;1;NOGENT-SUR-MARNE;94;16 RUE PAUL BERT 94130 NOGENT-SUR-MARNE;TIEDE;40;40.0
56713;941334781;CHERINE GARCHI (CG.IMMO);PRIVE;IMMO_AGENCE;1;1;PARIS;75;50 AVENUE DES CHAMPS ELYSEES 75008 PARIS;TIEDE;40;40.0
56714;941365934;BISTROT PARIS;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;44 RUE JOSEPH DE MAISTRE 75018 PARIS;TIEDE;40;40.0
56715;941366700;X ST LAZARE;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;2 RUE DE BUDAPEST 96 RUE SAINT-LAZARE 75009 PARIS;TIEDE;40;40.0
56716;941378713;LES RESTAURANTS DU RIF MATAEM AL RIF;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;29 RUE TRONCHET 75008 PARIS;TIEDE;40;40.0
56717;941433526;ALI SEPETCI;PRIVE;PRIV_SANTE_CABINET;1;1;ROMAINVILLE;93;54 RUE DU CHEMIN VERT 93230 ROMAINVILLE;TIEDE;40;40.0
56718;941437170;GPI CONSEIL;PRIVE;IMMO_AGENCE;1;1;PARIS;75;60 RUE FRANCOIS IER 75008 PARIS;TIEDE;40;40.0
56719;941457541;CAMILLE IMMOBILIER PARIS (CAMILLE IMMOBILIER PARIS) (CIP);PRIVE;IMMO_AGENCE;1;1;PARIS;75;51 RUE DE L'ASSOMPTION 75016 PARIS;TIEDE;40;40.0
56720;941458077;BRAHIM MAHMOUDI;PRIVE;PRIV_BUREAU;1;1;PARIS;75;141 AVENUE JEAN JAURES 75019 PARIS;TIEDE;40;40.0
56721;941474363;BALTHAZAR;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;12 RUE DE MIRBEL 75005 PARIS;TIEDE;40;40.0
56722;941485583;RUANYU;PRIVE;PRIV_RESTAURANT;1;1;COURBEVOIE;92;86 ESPLANADE DU GENERAL DE GAULLE 92400 COURBEVOIE;TIEDE;40;40.0
56723;941504284;PARADIS PDC;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;44 RUE DU LOUVRE 75001 PARIS;TIEDE;40;40.0
56724;941507857;PHYL (MONAGENT) (PHYL);PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;99 AVENUE ACHILLE PERETTI 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56725;941509911;ARTHUR LEROUVILLOIS (LEROUVILLOIS ARTHUR);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;23 RUE DES POISSONNIERS 75018 PARIS;TIEDE;40;40.0
56726;941537029;PP;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;ET 43 RUE DE LA BUCHERIE 1 RUE DU PETIT PONT 75005 PARIS;TIEDE;40;40.0
56727;941538514;GILLES DOBELLE;PRIVE;IMMO_AGENCE;1;1;PARIS;75;7 BOULEVARD SAINT-MARTIN 75003 PARIS;TIEDE;40;40.0
56728;941542045;JOYCE ENJOY;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;4 RUE LACRETELLE 75015 PARIS;TIEDE;40;40.0
56729;941542474;DOCTEUR AUDREY KAHAN;PRIVE;PRIV_SANTE_CABINET;1;1;LE PLESSIS-ROBINSON;92;42 RUE DU CARREAU 92350 LE PLESSIS-ROBINSON;TIEDE;40;40.0
56730;941544330;GERICAULT IMMOBILIER (SOLLY GUBBAY CONSULTANTS);PRIVE;IMMO_AGENCE;1;1;PARIS;75;132 BOULEVARD SUCHET 75016 PARIS;TIEDE;40;40.0
56731;941548034;BDK IN CASA;PRIVE;PRIV_RESTAURANT;1;1;LEVALLOIS-PERRET;92;27 AVENUE ANDRE MALRAUX 92300 LEVALLOIS-PERRET;TIEDE;40;40.0
56732;941576233;VASSILY PICCO (PI2CO);PRIVE;IMMO_AGENCE;1;1;PARIS;75;60 RUE FRANCOIS IER 75008 PARIS;TIEDE;40;40.0
56733;941583718;I-NOVA;PRIVE;IMMO_AGENCE;1;1;PARIS;75;58 RUE DE MONCEAU 75008 PARIS;TIEDE;40;40.0
56734;941589459;ANGUSAN (LE JARDIN D'EN FACE) (LE JARDIN D'EN FACE);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;29 RUE DES TROIS FRERES 75018 PARIS;TIEDE;40;40.0
56735;941598823;MAISON KARREZ;PRIVE;IMMO_AGENCE;1;1;PARIS;75;9 RUE DES COLONNES 75002 PARIS;TIEDE;40;40.0
56736;941615288;LYNDA CHABOUR (LYNNSER);PRIVE;PRIV_BUREAU;1;1;VILLEJUIF;94;49 AVENUE DE PARIS 94800 VILLEJUIF;TIEDE;40;40.0
56737;941615700;NAFABY;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;73 RUE BRANCION 75015 PARIS;TIEDE;40;40.0
56738;941618191;JC CONSULTING;PRIVE;PRIV_BUREAU;1;1;PARIS;75;22 B RUE DE LA REUNION 75020 PARIS;TIEDE;40;40.0
56739;941624009;ID CONSEILS;PRIVE;PRIV_BUREAU;1;1;PARIS;75;79 AVENUE DU DOCTEUR ARNOLD NETTER 75012 PARIS;TIEDE;40;40.0
56740;941661233;HASNA GHALEB;PRIVE;PRIV_BUREAU;1;1;PARIS;75;140 AVENUE DE FLANDRE 75019 PARIS;TIEDE;40;40.0
56741;941672552;BI'S COMPAGNY;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;12 PASSAGE MOLIERE 157 RUE SAINT-MARTIN 75003 PARIS;TIEDE;40;40.0
56742;941684441;EIDOSART;PUBLIC;PUB_MUSEE;1;1;MASSY;91;CHEZ M ARSENIJEVIC DOBRIVOJE ETAGE 6 RUE JEAN ROSTAND 91300 MASSY;TIEDE;40;40.0
56743;941687808;YMANE TABIBOU;PRIVE;PRIV_BUREAU;1;1;PARIS;75;11 RUE HENRY DE BOURNAZEL 75014 PARIS;TIEDE;40;40.0
56744;941693038;CIRO IMMOBILIER;PRIVE;IMMO_AGENCE;1;1;PARIS;75;4 PLACE DE MEXICO 75016 PARIS;TIEDE;40;40.0
56745;941693319;GRIBDISTRI;PRIVE;PRIV_COMMERCE;1;1;PARIS;75;151 A 167 151 RUE NATIONALE 75013 PARIS;TIEDE;40;40.0
56746;941698284;TASHKENT;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;21 RUE MADEMOISELLE 75015 PARIS;TIEDE;40;40.0
56747;941708885;EMT CONSEIL;PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;42 BOULEVARD VICTOR HUGO 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56748;941726465;COMAGORA;PRIVE;PRIV_BUREAU;1;1;PARIS;75;146 AVENUE PARMENTIER 75011 PARIS;TIEDE;40;40.0
56749;941727042;EGIDE ADMIN;PRIVE;PRIV_BUREAU;1;1;HOUILLES;78;1 IMPASSE PORCHER 78800 HOUILLES;TIEDE;40;40.0
56750;941751687;CASA SAINT-TROPEZ;PRIVE;IMMO_AGENCE;1;1;PARIS;75;8 RUE DES DEUX PONTS 75004 PARIS;TIEDE;40;40.0
56751;941753139;LA NOUVELLE GAZELLE;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;10 RUE RENNEQUIN 75017 PARIS;TIEDE;40;40.0
56752;941765232;BA JIUM MONTPARNASSE;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;59 BOULEVARD DU MONTPARNASSE 75006 PARIS;TIEDE;40;40.0
56753;941780645;GLASSCOM (GLASSCOM);PRIVE;PRIV_BUREAU;1;1;PARIS;75;61 RUE DE LYON 75012 PARIS;TIEDE;40;40.0
56754;941788457;HOLDING 3D;PRIVE;PRIV_BUREAU;1;1;IVRY-SUR-SEINE;94;13 RUE ROBESPIERRE 94200 IVRY-SUR-SEINE;TIEDE;40;40.0
56755;941812935;PRIMMO CAPITAL;PRIVE;IMMO_AGENCE;1;1;ASNIERES-SUR-SEINE;92;99 QUAI DU DOCTEUR DERVAUX 92600 ASNIERES-SUR-SEINE;TIEDE;40;40.0
56756;941818684;STEPHANE ROY;PRIVE;PRIV_RESTAURANT;1;1;PARIS 14;75;BAT H 68 RUE DES PLANTES 75014 PARIS 14;TIEDE;40;40.0
56757;941827768;DESTMO CORP (POTAGER CITY);PRIVE;PRIV_COMMERCE;1;1;CHARENTON-LE-PONT;94;135 RUE DE PARIS 94220 CHARENTON-LE-PONT;TIEDE;40;40.0
56758;941829426;ANNE-SOPHIE BILLARD (ARTEA SOLUTIONS);PRIVE;PRIV_BUREAU;1;1;PARIS;75;28 QUAI DE LA LOIRE 75019 PARIS;TIEDE;40;40.0
56759;941861437;IKIGAIQUEST;PRIVE;PRIV_BUREAU;1;1;PARIS;75;19 RUE AUGUSTIN THIERRY 75019 PARIS;TIEDE;40;40.0
56760;941875981;SABRINA IBATA (ADMINSALES SOLUTIONS);PRIVE;PRIV_BUREAU;1;1;MONTREUIL;93;58 B AVENUE PASTEUR 93100 MONTREUIL;TIEDE;40;40.0
56761;941881849;SBSK;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;60 RUE FRANCOIS IER 75008 PARIS;TIEDE;40;40.0
56762;941912875;YMO INVEST;PRIVE;IMMO_AGENCE;1;1;PARIS;75;6 RUE D'ARMAILLE 75017 PARIS;TIEDE;40;40.0
56763;941915373;BFPB TERNES;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;266 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS;TIEDE;40;40.0
56764;941922205;LE FALILOU TRAITEUR;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;32 RUE D'HAUTEVILLE 75010 PARIS;TIEDE;40;40.0
56765;941924979;NINA FACCHINETTI (NINA FACCHINETTI);PRIVE;PRIV_BUREAU;1;1;PARIS;75;183 RUE DE TOLBIAC 75013 PARIS;TIEDE;40;40.0
56766;941938334;NIALA CONSULTING;PRIVE;IMMO_AGENCE;1;1;BOULOGNE-BILLANCOURT;92;1 RUE DE LA TOURELLE 92100 BOULOGNE-BILLANCOURT;TIEDE;40;40.0
56767;941957151;GROUPE BON'JO;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;10 RUE LAMARCK 75018 PARIS;TIEDE;40;40.0
56768;941959215;FAST VTC;PRIVE;PRIV_BUREAU;1;1;SAINT-DENIS;93;BUREAU 3 5 RUE PLEYEL 93200 SAINT-DENIS;TIEDE;40;40.0
56769;941962771;DISTRIROSES;PRIVE;PRIV_COMMERCE;1;1;FONTENAY-AUX-ROSES;92;117 RUE BOUCICAUT 92260 FONTENAY-AUX-ROSES;TIEDE;40;40.0
56770;941971731;FOOD FL;PRIVE;PRIV_RESTAURANT;1;1;LEVALLOIS-PERRET;92;117 RUE LOUIS ROUQUIER 92300 LEVALLOIS-PERRET;TIEDE;40;40.0
56771;941971905;VINGT VINS D'ART;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;16 RUE DE JOUY 75004 PARIS;TIEDE;40;40.0
56772;941990061;GROUPE KENSHO;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;12 RUE DU FAUBOURG POISSONNIERE 75010 PARIS;TIEDE;40;40.0
56773;942003773;LOUNES DJAOU (LOUNES DJAOU EI);PRIVE;PRIV_BUREAU;1;1;PARIS;75;61 RUE DE LYON 75012 PARIS;TIEDE;40;40.0
56774;942015363;GRATIN DES BATIGNOLLES;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;MARCHE COUVERT BATIGNOLLES 96 B RUE LEMERCIER 75017 PARIS;TIEDE;40;40.0
56775;942023318;EZECHIAS;PRIVE;IMMO_AGENCE;1;1;PARIS;75;127 BOULEVARD MALESHERBES 75017 PARIS;TIEDE;40;40.0
56776;942054677;WALDEN;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;23 AVENUE DE CLICHY 75017 PARIS;TIEDE;40;40.0
56777;942071861;FATIMA-ZAHRA PAYART-BAUDET;PRIVE;PRIV_BUREAU;1;1;PARIS;75;CHEZ M PATRICE PAYART-BAUDET 149 RUE NATIONALE 75013 PARIS;TIEDE;40;40.0
56778;942091380;FRENCH ATE VENTURES (FAVE);PRIVE;PRIV_BUREAU;1;1;PARIS;75;152 AVENUE DE FLANDRE 75019 PARIS;TIEDE;40;40.0
56779;942093816;CHRISTELLE TERNOIR;PRIVE;IMMO_AGENCE;1;1;PARIS;75;35 RUE DES EPINETTES 75017 PARIS;TIEDE;40;40.0
56780;942111006;ELIAS DIALLO (ELIAS DIALLO IMMO);PRIVE;IMMO_AGENCE;1;1;PARIS;75;60 RUE FRANCOIS IER 75008 PARIS;TIEDE;40;40.0
56781;942128471;OSGALI 4EME;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;20 RUE DU CLOITRE NOTRE-DAME 75004 PARIS;TIEDE;40;40.0
56782;942129016;MANAR ALNASERI (ALASHAAB);PRIVE;PRIV_SANTE_CABINET;1;1;ANTONY;92;2 ALLEE DU NIL 92160 ANTONY;TIEDE;40;40.0
56783;942138249;ADMINIGESTION;PRIVE;PRIV_BUREAU;1;1;PARIS;75;61 RUE DE LYON 75012 PARIS;TIEDE;40;40.0
56784;942142027;KEEN;PRIVE;IMMO_AGENCE;1;1;PARIS;75;8 RUE DE LA CHAISE 75007 PARIS;TIEDE;40;40.0
56785;942163619;JH CAPITAL;PRIVE;PRIV_BUREAU;1;1;CHARENTON-LE-PONT;94;6 RUE D'ESTIENNE D'ORVES 94220 CHARENTON-LE-PONT;TIEDE;40;40.0
56786;942165721;SKYWARD GAMING;PRIVE;PRIV_BUREAU;1;1;BAGNOLET;93;27 AVENUE DE STALINGRAD 93170 BAGNOLET;TIEDE;40;40.0
56787;942166141;JADIS;PRIVE;PRIV_COMMERCE;1;1;BAGNEUX;92;4 PLACE DE LA FONTAINE GUEFFIER 92220 BAGNEUX;TIEDE;40;40.0
56788;942176264;LES MENUS PLAISIRS;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;14 BOULEVARD DE STRASBOURG 75010 PARIS;TIEDE;40;40.0
56789;942184938;MIREILLE RIHANA (JOSEPH);PRIVE;PRIV_SANTE_CABINET;1;1;MASSY;91;36 RUE JEAN ROSTAND 91300 MASSY;TIEDE;40;40.0
56790;942192683;ISA MATUNDU;PRIVE;PRIV_BUREAU;1;1;SAINT-OUEN-SUR-SEINE;93;8 RUE SOUBISE 93400 SAINT-OUEN-SUR-SEINE;TIEDE;40;40.0
56791;942210113;LES COUSINS;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;73 BOULEVARD DU MONTPARNASSE 75006 PARIS;TIEDE;40;40.0
56792;942210394;IMMOBILIER MC 15;PRIVE;IMMO_AGENCE;1;1;PARIS;75;JAVEL 188/19 BAT01 ESC02 190 RUE DE JAVEL 75015 PARIS;TIEDE;40;40.0
56793;942211616;BM18;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;129 RUE CAULAINCOURT 75018 PARIS;TIEDE;40;40.0
56794;942214982;SOFIANE BENABDESLAM (BENABDESLAM SOFIANE);PRIVE;PRIV_RESTAURANT;1;1;CLICHY;92;1 RUE FOUQUET 92110 CLICHY;TIEDE;40;40.0
56795;942216607;JS PATRIMOINE;PRIVE;PRIV_BUREAU;1;1;SAINT-MANDE;94;31 RUE FAIDHERBE 94160 SAINT-MANDE;TIEDE;40;40.0
56796;942221748;BON AIR;PRIVE;IMMO_AGENCE;1;1;PARIS;75;37 RUE DE LIEGE 75008 PARIS;TIEDE;40;40.0
56797;942225517;GISELE DOKIN;PRIVE;PRIV_BUREAU;1;1;PARIS;75;52 BOULEVARD MORTIER 75020 PARIS;TIEDE;40;40.0
56798;942229782;L'ALCAZAR;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;62 RUE MAZARINE 75006 PARIS;TIEDE;40;40.0
56799;942231002;CECILIA GRANER;PRIVE;PRIV_RESTAURANT;1;1;COURBEVOIE;92;8 RUE SAINTE-MARIE 92400 COURBEVOIE;TIEDE;40;40.0
56800;942245440;IT ADVISORY;PRIVE;PRIV_BUREAU;1;1;LES LILAS;93;145 RUE DE NOISY-LE-SEC 93260 LES LILAS;TIEDE;40;40.0
56801;942249061;HENRIETTE CARILLON;PRIVE;IMMO_AGENCE;1;1;PARIS;75;14 AVENUE DE LA REPUBLIQUE 75011 PARIS;TIEDE;40;40.0
56802;942251745;CENTRE MEDICAL PARIS SAINT HONORE;PRIVE;PRIV_BUREAU;1;1;SURESNES;92;5-11 ET 13 RUE GARDENAT LAPOSTOL 92150 SURESNES;TIEDE;40;40.0
56803;942291014;MICKAEL MOUA;PRIVE;PRIV_SANTE_CABINET;1;1;LE CHESNAY-ROCQUENCOURT;78;07 RUE DE LA FERME 78150 LE CHESNAY-ROCQUENCOURT;TIEDE;40;40.0
56804;942328089;FINANCIERE LAZARD;PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;40 BOULEVARD DU GENERAL LECLERC 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56805;942329103;FONCIERE JASMIN;PRIVE;IMMO_AGENCE;1;1;PARIS;75;3 AVENUE BOUDON 75016 PARIS;TIEDE;40;40.0
56806;942377383;MARIE JACQUEMOT (JACQUEMOT MARIE);PRIVE;IMMO_AGENCE;1;1;NEUILLY-SUR-SEINE;92;22 RUE DE LONGCHAMP 92200 NEUILLY-SUR-SEINE;TIEDE;40;40.0
56807;942377821;EIFFEL FONCIERE;PRIVE;IMMO_AGENCE;1;1;PARIS;75;ETG 2 APP 85 BOULEVARD SUCHET 75016 PARIS;TIEDE;40;40.0
56808;942378720;KADIDJATOU DABO;PRIVE;PRIV_BUREAU;1;1;PARIS;75;5 RUE FERNAND WIDAL 75013 PARIS;TIEDE;40;40.0
56809;942397910;CBB;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;32 RUE DU FAUBOURG DU TEMPLE 75011 PARIS;TIEDE;40;40.0
56810;942416066;MONICA;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;59 RUE DES PETITES ECURIES 75010 PARIS;TIEDE;40;40.0
56811;942417841;NELSANN REAL ESTATE;PRIVE;IMMO_AGENCE;1;1;PARIS;75;12 RUE DE CLICHY 75009 PARIS;TIEDE;40;40.0
56812;942431248;NEXUM VITAE;PRIVE;PRIV_BUREAU;1;1;MONTREUIL;93;2 RUE VOLTAIRE 93100 MONTREUIL;TIEDE;40;40.0
56813;942441700;OUEST COTE;PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;117 AVENUE MOZART 75016 PARIS;TIEDE;40;40.0
56814;942451394;BOUILLON ASNIERES;PRIVE;PRIV_RESTAURANT;1;1;ASNIERES-SUR-SEINE;92;37 B AVENUE DE LA MARNE 92600 ASNIERES-SUR-SEINE;TIEDE;40;40.0
56815;942493149;SERGINE MEGNE (EFFATTA EFFATTA EFFATTAA);PRIVE;PRIV_BUREAU;1;1;PARIS;75;1 RUE MARGUERIN 75014 PARIS;TIEDE;40;40.0
56816;942499476;MOHAMED GUELLALI;PRIVE;PRIV_SANTE_CABINET;1;1;MONTMAGNY;95;CENTRE MEDICAL PLURIDISCIPLINAIRE DU C 9 RUE DU 11 NOVEMBRE 1918 95360 MONTMAGNY;TIEDE;40;40.0
56817;942504630;TF BROKER;PRIVE;IMMO_AGENCE;1;1;PARIS;75;PARIS 17 BATIGNOLLES-MONCEAU 7 RUE RUHMKORFF 75017 PARIS;TIEDE;40;40.0
56818;942524281;INVEST IMMOB PARIS;PRIVE;IMMO_AGENCE;1;1;PARIS;75;229 RUE SAINT-HONORE 75001 PARIS;TIEDE;40;40.0
56819;942542002;TETU;PRIVE;PRIV_BUREAU;1;1;PARIS;75;129 RUE DE LA ROQUETTE 75011 PARIS;TIEDE;40;40.0
56820;942555715;NATHAN CHASSARD (NATHAN CHRD);PRIVE;PRIV_RESTAURANT;1;1;COURBEVOIE;92;22 BOULEVARD DE LA PAIX 92400 COURBEVOIE;TIEDE;40;40.0
56821;942555822;NICOL HG;PRIVE;PRIV_BUREAU;1;1;PARIS;75;23 SQUARE SAINT-CHARLES 75012 PARIS;TIEDE;40;40.0
56822;942560905;PARIS 10 (PARIS 10);PRIVE;PRIV_RESTAURANT;1;1;PARIS;75;31 RUE DU FAUBOURG SAINT-MARTIN 75010 PARIS;TIEDE;40;40.0
56823;942569989;DR SOOSAIPILLAI SERAPHINE CELIA;PRIVE;PRIV_SANTE_CABINET;1;1;ECOUEN;95;54 RUE DU MARECHAL LECLERC 95440 ECOUEN;TIEDE;40;40.0
56824;942575457;CLAREMYSS;PRIVE;PRIV_BUREAU;1;1;PARIS;75;CX 75647 38 RUE DUNOIS 75013 PARIS;TIEDE;40;40.0
56825;942579442;LAILA HASSAIRY;PRIVE;PRIV_SANTE_CABINET;1;1;ROSNY-SOUS-BOIS;93;22 RUE DES POLYANTHAS 93110 ROSNY-SOUS-BOIS;TIEDE;40;40.0
